"filename", "language", "PHP", "HTML", "JavaScript", "JSON", "CSS", "XML", "Markdown", "Batch", "Shell Script", "SQL", "SCSS", "comment", "blank", "total"
"c:\xampp\htdocs\charity\plugins\codemirror\mode\yacas\yacas.js", "JavaScript", 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 19, 36, 205
"c:\xampp\htdocs\charity\plugins\codemirror\mode\yaml-frontmatter\yaml-frontmatter.js", "JavaScript", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 69
"c:\xampp\htdocs\charity\plugins\codemirror\mode\yaml\yaml.js", "JavaScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 16, 13, 121
"c:\xampp\htdocs\charity\plugins\codemirror\mode\z80\z80.js", "JavaScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 117
"c:\xampp\htdocs\charity\plugins\codemirror\theme\3024-day.css", "CSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 9, 9, 42
"c:\xampp\htdocs\charity\plugins\codemirror\theme\3024-night.css", "CSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 9, 7, 40
"c:\xampp\htdocs\charity\plugins\codemirror\theme\abcdef.css", "CSS", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 3, 33
"c:\xampp\htdocs\charity\plugins\codemirror\theme\ambiance-mobile.css", "CSS", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\charity\plugins\codemirror\theme\ambiance.css", "CSS", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 3, 14, 75
"c:\xampp\htdocs\charity\plugins\codemirror\theme\ayu-dark.css", "CSS", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1, 7, 43
"c:\xampp\htdocs\charity\plugins\codemirror\theme\ayu-mirage.css", "CSS", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 1, 7, 44
"c:\xampp\htdocs\charity\plugins\codemirror\theme\base16-dark.css", "CSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 9, 6, 39
"c:\xampp\htdocs\charity\plugins\codemirror\theme\base16-light.css", "CSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 9, 6, 39
"c:\xampp\htdocs\charity\plugins\codemirror\theme\bespin.css", "CSS", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 9, 6, 35
"c:\xampp\htdocs\charity\plugins\codemirror\theme\blackboard.css", "CSS", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 4, 33
"c:\xampp\htdocs\charity\plugins\codemirror\theme\cobalt.css", "CSS", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\xampp\htdocs\charity\plugins\codemirror\theme\colorforth.css", "CSS", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 7, 34
"c:\xampp\htdocs\charity\plugins\codemirror\theme\darcula.css", "CSS", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 4, 7, 54
"c:\xampp\htdocs\charity\plugins\codemirror\theme\dracula.css", "CSS", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 8, 4, 41
"c:\xampp\htdocs\charity\plugins\codemirror\theme\duotone-dark.css", "CSS", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 9, 8, 36
"c:\xampp\htdocs\charity\plugins\codemirror\theme\duotone-light.css", "CSS", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 10, 9, 37
"c:\xampp\htdocs\charity\plugins\codemirror\theme\eclipse.css", "CSS", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\xampp\htdocs\charity\plugins\codemirror\theme\elegant.css", "CSS", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\xampp\htdocs\charity\plugins\codemirror\theme\erlang-dark.css", "CSS", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 3, 35
"c:\xampp\htdocs\charity\plugins\codemirror\theme\gruvbox-dark.css", "CSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 8, 6, 38
"c:\xampp\htdocs\charity\plugins\codemirror\theme\hopscotch.css", "CSS", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 9, 6, 35
"c:\xampp\htdocs\charity\plugins\codemirror\theme\icecoder.css", "CSS", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 3, 11, 44
"c:\xampp\htdocs\charity\plugins\codemirror\theme\idea.css", "CSS", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 4, 6, 42
"c:\xampp\htdocs\charity\plugins\codemirror\theme\isotope.css", "CSS", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 9, 6, 35
"c:\xampp\htdocs\charity\plugins\codemirror\theme\lesser-dark.css", "CSS", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 4, 5, 48
"c:\xampp\htdocs\charity\plugins\codemirror\theme\liquibyte.css", "CSS", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 4, 8, 96
"c:\xampp\htdocs\charity\plugins\codemirror\theme\lucario.css", "CSS", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 6, 3, 38
"c:\xampp\htdocs\charity\plugins\codemirror\theme\material-darker.css", "CSS", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 5, 30, 135
"c:\xampp\htdocs\charity\plugins\codemirror\theme\material-ocean.css", "CSS", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 5, 30, 135
"c:\xampp\htdocs\charity\plugins\codemirror\theme\material-palenight.css", "CSS", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 5, 30, 135
"c:\xampp\htdocs\charity\plugins\codemirror\theme\material.css", "CSS", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 5, 30, 135
"c:\xampp\htdocs\charity\plugins\codemirror\theme\mbo.css", "CSS", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 5, 6, 38
"c:\xampp\htdocs\charity\plugins\codemirror\theme\mdn-like.css", "CSS", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 9, 7, 47
"c:\xampp\htdocs\charity\plugins\codemirror\theme\midnight.css", "CSS", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 2, 8, 40
"c:\xampp\htdocs\charity\plugins\codemirror\theme\monokai.css", "CSS", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 1, 7, 42
"c:\xampp\htdocs\charity\plugins\codemirror\theme\moxer.css", "CSS", 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 5, 33, 143
"c:\xampp\htdocs\charity\plugins\codemirror\theme\neat.css", "CSS", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\xampp\htdocs\charity\plugins\codemirror\theme\neo.css", "CSS", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 3, 10, 44
"c:\xampp\htdocs\charity\plugins\codemirror\theme\night.css", "CSS", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 4, 28
"c:\xampp\htdocs\charity\plugins\codemirror\theme\nord.css", "CSS", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 2, 7, 43
"c:\xampp\htdocs\charity\plugins\codemirror\theme\oceanic-next.css", "CSS", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 8, 6, 45
"c:\xampp\htdocs\charity\plugins\codemirror\theme\panda-syntax.css", "CSS", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 5, 6, 86
"c:\xampp\htdocs\charity\plugins\codemirror\theme\paraiso-dark.css", "CSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 9, 6, 39
"c:\xampp\htdocs\charity\plugins\codemirror\theme\paraiso-light.css", "CSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 9, 6, 39
"c:\xampp\htdocs\charity\plugins\codemirror\theme\pastel-on-dark.css", "CSS", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 8, 3, 53
"c:\xampp\htdocs\charity\plugins\codemirror\theme\railscasts.css", "CSS", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 9, 6, 35
"c:\xampp\htdocs\charity\plugins\codemirror\theme\rubyblue.css", "CSS", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\xampp\htdocs\charity\plugins\codemirror\theme\seti.css", "CSS", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 8, 3, 45
"c:\xampp\htdocs\charity\plugins\codemirror\theme\shadowfox.css", "CSS", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 8, 10, 53
"c:\xampp\htdocs\charity\plugins\codemirror\theme\solarized.css", "CSS", 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 19, 30, 169
"c:\xampp\htdocs\charity\plugins\codemirror\theme\ssms.css", "CSS", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\xampp\htdocs\charity\plugins\codemirror\theme\the-matrix.css", "CSS", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\xampp\htdocs\charity\plugins\codemirror\theme\tomorrow-night-bright.css", "CSS", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 8, 6, 36
"c:\xampp\htdocs\charity\plugins\codemirror\theme\tomorrow-night-eighties.css", "CSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 9, 6, 39
"c:\xampp\htdocs\charity\plugins\codemirror\theme\ttcn.css", "CSS", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 3, 6, 65
"c:\xampp\htdocs\charity\plugins\codemirror\theme\twilight.css", "CSS", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\xampp\htdocs\charity\plugins\codemirror\theme\vibrant-ink.css", "CSS", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 1, 5, 35
"c:\xampp\htdocs\charity\plugins\codemirror\theme\xq-dark.css", "CSS", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 22, 3, 54
"c:\xampp\htdocs\charity\plugins\codemirror\theme\xq-light.css", "CSS", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 22, 2, 44
"c:\xampp\htdocs\charity\plugins\codemirror\theme\yeti.css", "CSS", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 8, 4, 45
"c:\xampp\htdocs\charity\plugins\codemirror\theme\yonce.css", "CSS", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 8, 5, 60
"c:\xampp\htdocs\charity\plugins\codemirror\theme\zenburn.css", "CSS", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 9, 2, 38
"c:\xampp\htdocs\charity\plugins\datatables-autofill\css\autoFill.bootstrap4.css", "CSS", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 6, 92
"c:\xampp\htdocs\charity\plugins\datatables-autofill\css\autoFill.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-autofill\js\autoFill.bootstrap4.js", "JavaScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 43
"c:\xampp\htdocs\charity\plugins\datatables-autofill\js\autoFill.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables-autofill\js\dataTables.autoFill.js", "JavaScript", 0, 0, 717, 0, 0, 0, 0, 0, 0, 0, 0, 285, 211, 1213
"c:\xampp\htdocs\charity\plugins\datatables-autofill\js\dataTables.autoFill.min.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 27
"c:\xampp\htdocs\charity\plugins\datatables-bs4\css\dataTables.bootstrap4.css", "CSS", 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 10, 211
"c:\xampp\htdocs\charity\plugins\datatables-bs4\css\dataTables.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-bs4\js\dataTables.bootstrap4.js", "JavaScript", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 26, 28, 185
"c:\xampp\htdocs\charity\plugins\datatables-bs4\js\dataTables.bootstrap4.min.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 9
"c:\xampp\htdocs\charity\plugins\datatables-buttons\css\buttons.bootstrap4.css", "CSS", 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 6, 196
"c:\xampp\htdocs\charity\plugins\datatables-buttons\css\buttons.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.bootstrap4.js", "JavaScript", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 69
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.bootstrap4.min.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 7
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.colVis.js", "JavaScript", 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 21, 36, 213
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.colVis.min.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.flash.js", "JavaScript", 0, 0, 1050, 0, 0, 0, 0, 0, 0, 0, 0, 189, 220, 1459
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.flash.min.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.html5.js", "JavaScript", 0, 0, 1101, 0, 0, 0, 0, 0, 0, 0, 0, 153, 210, 1464
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.html5.min.js", "JavaScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.print.js", "JavaScript", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 32, 44, 211
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\buttons.print.min.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\dataTables.buttons.js", "JavaScript", 0, 0, 1438, 0, 0, 0, 0, 0, 0, 0, 0, 366, 354, 2158
"c:\xampp\htdocs\charity\plugins\datatables-buttons\js\dataTables.buttons.min.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 45
"c:\xampp\htdocs\charity\plugins\datatables-colreorder\css\colReorder.bootstrap4.css", "CSS", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\xampp\htdocs\charity\plugins\datatables-colreorder\css\colReorder.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-colreorder\js\colReorder.bootstrap4.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\charity\plugins\datatables-colreorder\js\colReorder.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables-colreorder\js\dataTables.colReorder.js", "JavaScript", 0, 0, 800, 0, 0, 0, 0, 0, 0, 0, 0, 468, 224, 1492
"c:\xampp\htdocs\charity\plugins\datatables-colreorder\js\dataTables.colReorder.min.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 31
"c:\xampp\htdocs\charity\plugins\datatables-fixedcolumns\css\fixedColumns.bootstrap4.css", "CSS", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 6, 65
"c:\xampp\htdocs\charity\plugins\datatables-fixedcolumns\css\fixedColumns.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-fixedcolumns\js\dataTables.fixedColumns.js", "JavaScript", 0, 0, 945, 0, 0, 0, 0, 0, 0, 0, 0, 511, 233, 1689
"c:\xampp\htdocs\charity\plugins\datatables-fixedcolumns\js\dataTables.fixedColumns.min.js", "JavaScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 38
"c:\xampp\htdocs\charity\plugins\datatables-fixedcolumns\js\fixedColumns.bootstrap4.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\charity\plugins\datatables-fixedcolumns\js\fixedColumns.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables-fixedheader\css\fixedHeader.bootstrap4.css", "CSS", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\xampp\htdocs\charity\plugins\datatables-fixedheader\css\fixedHeader.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-fixedheader\js\dataTables.fixedHeader.js", "JavaScript", 0, 0, 452, 0, 0, 0, 0, 0, 0, 0, 0, 170, 115, 737
"c:\xampp\htdocs\charity\plugins\datatables-fixedheader\js\dataTables.fixedHeader.min.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 20
"c:\xampp\htdocs\charity\plugins\datatables-fixedheader\js\fixedHeader.bootstrap4.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\charity\plugins\datatables-fixedheader\js\fixedHeader.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables-keytable\css\keyTable.bootstrap4.css", "CSS", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\xampp\htdocs\charity\plugins\datatables-keytable\css\keyTable.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-keytable\js\dataTables.keyTable.js", "JavaScript", 0, 0, 762, 0, 0, 0, 0, 0, 0, 0, 0, 295, 217, 1274
"c:\xampp\htdocs\charity\plugins\datatables-keytable\js\dataTables.keyTable.min.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 26
"c:\xampp\htdocs\charity\plugins\datatables-keytable\js\keyTable.bootstrap4.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\charity\plugins\datatables-keytable\js\keyTable.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables-responsive\css\responsive.bootstrap4.css", "CSS", 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 3, 191
"c:\xampp\htdocs\charity\plugins\datatables-responsive\css\responsive.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-responsive\js\dataTables.responsive.js", "JavaScript", 0, 0, 873, 0, 0, 0, 0, 0, 0, 0, 0, 388, 214, 1475
"c:\xampp\htdocs\charity\plugins\datatables-responsive\js\dataTables.responsive.min.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 33
"c:\xampp\htdocs\charity\plugins\datatables-responsive\js\responsive.bootstrap4.js", "JavaScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 86
"c:\xampp\htdocs\charity\plugins\datatables-responsive\js\responsive.bootstrap4.min.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 7
"c:\xampp\htdocs\charity\plugins\datatables-rowgroup\css\rowGroup.bootstrap4.css", "CSS", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\xampp\htdocs\charity\plugins\datatables-rowgroup\css\rowGroup.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-rowgroup\js\dataTables.rowGroup.js", "JavaScript", 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 145, 85, 487
"c:\xampp\htdocs\charity\plugins\datatables-rowgroup\js\dataTables.rowGroup.min.js", "JavaScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 13
"c:\xampp\htdocs\charity\plugins\datatables-rowgroup\js\rowGroup.bootstrap4.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\charity\plugins\datatables-rowgroup\js\rowGroup.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables-rowreorder\css\rowReorder.bootstrap4.css", "CSS", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\xampp\htdocs\charity\plugins\datatables-rowreorder\css\rowReorder.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-rowreorder\js\dataTables.rowReorder.js", "JavaScript", 0, 0, 434, 0, 0, 0, 0, 0, 0, 0, 0, 256, 131, 821
"c:\xampp\htdocs\charity\plugins\datatables-rowreorder\js\dataTables.rowReorder.min.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 20
"c:\xampp\htdocs\charity\plugins\datatables-rowreorder\js\rowReorder.bootstrap4.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\charity\plugins\datatables-rowreorder\js\rowReorder.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables-scroller\css\scroller.bootstrap4.css", "CSS", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 2, 37
"c:\xampp\htdocs\charity\plugins\datatables-scroller\css\scroller.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-scroller\js\dataTables.scroller.js", "JavaScript", 0, 0, 664, 0, 0, 0, 0, 0, 0, 0, 0, 451, 188, 1303
"c:\xampp\htdocs\charity\plugins\datatables-scroller\js\dataTables.scroller.min.js", "JavaScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 29
"c:\xampp\htdocs\charity\plugins\datatables-scroller\js\scroller.bootstrap4.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\charity\plugins\datatables-scroller\js\scroller.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables-searchpanes\css\searchPanes.bootstrap4.css", "CSS", 0, 0, 0, 0, 326, 0, 0, 0, 0, 0, 0, 0, 22, 348
"c:\xampp\htdocs\charity\plugins\datatables-searchpanes\css\searchPanes.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-searchpanes\js\dataTables.searchPanes.js", "JavaScript", 0, 0, 2156, 0, 0, 0, 0, 0, 0, 0, 0, 464, 5, 2625
"c:\xampp\htdocs\charity\plugins\datatables-searchpanes\js\dataTables.searchPanes.min.js", "JavaScript", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 92
"c:\xampp\htdocs\charity\plugins\datatables-searchpanes\js\searchPanes.bootstrap4.js", "JavaScript", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 59
"c:\xampp\htdocs\charity\plugins\datatables-searchpanes\js\searchPanes.bootstrap4.min.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\charity\plugins\datatables-select\css\select.bootstrap4.css", "CSS", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 3, 116
"c:\xampp\htdocs\charity\plugins\datatables-select\css\select.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\charity\plugins\datatables-select\js\dataTables.select.js", "JavaScript", 0, 0, 743, 0, 0, 0, 0, 0, 0, 0, 0, 263, 201, 1207
"c:\xampp\htdocs\charity\plugins\datatables-select\js\dataTables.select.min.js", "JavaScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 29
"c:\xampp\htdocs\charity\plugins\datatables-select\js\select.bootstrap4.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\charity\plugins\datatables-select\js\select.bootstrap4.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\charity\plugins\datatables\jquery.dataTables.js", "JavaScript", 0, 0, 6400, 0, 0, 0, 0, 0, 0, 0, 0, 6997, 1987, 15384
"c:\xampp\htdocs\charity\plugins\datatables\jquery.dataTables.min.js", "JavaScript", 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 169
"c:\xampp\htdocs\charity\plugins\daterangepicker\daterangepicker.css", "CSS", 0, 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 1, 73, 411
"c:\xampp\htdocs\charity\plugins\daterangepicker\daterangepicker.js", "JavaScript", 0, 0, 1170, 0, 0, 0, 0, 0, 0, 0, 0, 115, 294, 1579
"c:\xampp\htdocs\charity\plugins\dropzone\basic.css", "CSS", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 4, 2, 40
"c:\xampp\htdocs\charity\plugins\dropzone\dropzone-amd-module.js", "JavaScript", 0, 0, 2394, 0, 0, 0, 0, 0, 0, 0, 0, 535, 593, 3522
